id	text	title
1246	mpg321 free command-line mp3 player , uses mad audio decoding library . mpg321 written drop-in replacement ( by-then ) non-free mpg123 player . functions remain unimplemented , mpg321 function basic drop-in replacement mpg123 front-ends gqmpeg , programs use mpg123 decode mp3 files ( like gtoaster , CD-recording software ) .	mpg321
1247	sc-im curses based spreadsheet calculator program vim like key bindings . SC-IM spreadsheet program based SC spreadsheet interactive computer application program organization analysis data tabular form . Spreadsheets developed computerized simulations paper accounting worksheets . program operates data represented cells array , organized rows columns . cell array model–view–controller element contain either numeric text data , results formulas automatically calculate	sc-im
1248	PPP protocol used establishing internet links dial-up modems , DSL connections , many types point-to-point links . pppd daemon works together kernel PPP driver establish maintain PPP link another system ( called peer ) negotiate Internet Protocol ( IP ) addresses end link . Pppd also authenticate peer and/or supply authentication information peer . PPP used network protocols besides IP	pppd
1249	Pipenv uses a set of commands to manage your Project's dependencies and custom scripts.  It replaces the use of Makefile, direct calls to pip and python -m venv or virtualenv.  to create virtual environments and install packages in them.  Pipenv uses two files to do this: Pipfile  and Pipfile.lock 	pipenv
1250	clojure tool runner Clojure programs . clj wrapper clojure uses rlwrap provide better interactive experience . Users typically run clj .	clj
1251	shc creates stripped binary executable version script specified -f command line . binary version get .x extension appended default outfile defined [ -o outfile ] option usually bit larger size original ascii code . Generated C source code saved file extension .x.c file specified appropriate option . supply expiration date -e option , compiled binary refuse run date specified .	shc
1252	GNU implementation tbl part groff ( 1 ) document formatting system . tbl troff ( 1 ) preprocessor translates descriptions tables embedded roff ( 7 ) input files language understood troff . copies contents file standard output stream , except lines .TS .TE interpreted table	tbl
1253	jhat command parses java heap dump file launches webserver . jhat enables browse heap dumps using favorite webbrowser . jhat supports pre-designed queries ( 'show instances known class `` Foo '' ' ) well OQL ( Object Query Language ) - SQL-like query language query heap dumps . Help OQL available OQL help page shown jhat . default port ,	jhat
1254	expr utility shall evaluate expression write result standard output .	expr
1255	mysqldump client utility performs logical backups , producing set SQL statements executed reproduce original database object definitions table data . dumps one MySQL databases backup transfer another SQL server . mysqldump command also generate output CSV , delimited text , XML format . Tip Consider using MySQL Shell dump utilities [ 1 ] , provide parallel dumping multiple threads ,	mysqldump
1256	Safe Tcl mechanism executing untrusted Tcl scripts safely providing mediated access scripts potentially dangerous functionality . Safe Tcl ensures untrusted Tcl scripts harm hosting application . prevents integrity privacy attacks . Untrusted Tcl scripts prevented corrupting state hosting application computer . Untrusted scripts also prevented disclosing information stored hosting computer hosting application party . Safe Tcl allows parent interpreter create	safe
1257	simple script set gitweb web server browsing local repository .	git-instaweb
1258	TEA modest easy-to-use Qt-based editor many useful features HTML editing . features small footprint , tabbed layout engine , support multiple encodings , code snippets , templates , customizable hotkeys , `` open cursor '' function HTML files images , miscellaneous HTML tools , preview external browser , string manipulation functions , SRT subtitles editing , Morse-code tools , bookmarks	tea
1259	travis Trajectory Analyzer Visualizer ( TRAVIS ) , free tool analyzing visualizing trajectories kinds Molecular Dynamics Monte Carlo simulations . aim TRAVIS collect many analyses possible one program , creating powerful tool making unnecessary use many different programs evaluating simulations . greatly rationalize simplify workflow analyzing trajectories .	travis
